סמל מוסד,שם מוסד,יישוב
120212,בית רחל שטראוס,ירושלים
120238,קרית יערים,קרית יערים (מוסד)
120527,אלונים,ירושלים
140038,עירוני דתי רוטשילד,ירושלים
140046,עירוני ג',ירושלים
140053,אקדמיה למוסיקה,ירושלים
140061,תכון ליד האוניברסיטה,ירושלים
140079,הגמנסיה העברית,ירושלים
140087,רנה קסין דרכא,ירושלים
140095,חוות הנוער הציוני,ירושלים
140129,קרית נוער ירושלים,ירושלים
140137,ישיבת נתיב מאיר,ירושלים
140160,ישיבת ים לצעירים,ירושלים
140186,"תורני ע""ש פ. הימלפרב",ירושלים
140202,עתיד שחר בית שמש,בית שמש
140236,תורני נסויי בנות פלך,ירושלים
140251,ישיבת תיכון קול מבשר,מבשרת ציון
140269,מקיף דנמרק,ירושלים
140277,מדרשיית עמליה,ירושלים
140434,ישיבת תורת אמת,ירושלים
140442,ישיבת אור ברוך,ירושלים
140491,אולפנת צביה ירושלים,ירושלים
140525,אולפנא ירושלים,ירושלים
140541,ישיבת עטרת ישראל,ירושלים
140574,ישיבת בית מרדכי,ירושלים
140582,ישיבת אוהל מועד,ירושלים
140608,מכון הברכה,ירושלים
140632,מכון אהרון וישראל,ירושלים
140665,אולפנא לבנות,קרית ארבע
140673,ישיבת חסידי בעלז,ירושלים
140681,ישיבת יקירי ירושלים,ירושלים
140715,תיכון בית יעקב,ירושלים
140723,"מקיף ע""ש זיו",ירושלים
140731,מקיף גילה,ירושלים
140749,ישיבת תפארת ישראל,ירושלים
140764,ישיבת נוה שמואל,אפרת
140780,ישיבת כוכב מיעקב,ירושלים
140798,ישיבת אוהל שמעון,ירושלים
140806,תיכון לאומנויות,ירושלים
140814,ישיבת אור אלחנן,ירושלים
140822,בית מלכה,ירושלים
140848,ניצני עוז,בית שמש
140863,דקל - וילנאי,מעלה אדומים
140871,תיכון גבעת גונן,ירושלים
140913,נוה חנה,אלון שבות
140921,ישיבת בית אברהם,ירושלים
140939,"ישיבת בנ""ע מטה בנימין",בית אל
140947,ישיבת מעלות התורה,ירושלים
140954,ישיבת מערבא,מתתיהו
140962,עירוני מסורתי,ירושלים
140970,אולפנא עופרה,עופרה
141028,ישיבת מקור חיים,כפר עציון
141044,"תיכון ע""ש יעקובזון",ירושלים
141069,תפארת משה בצלאל,ירושלים
141093,ישיבת בית דוד חברון גבעת מרדכי,ירושלים
141101,ישיבת נתיבות יוסף,מצפה יריחו
141119,נוות ישראל,ירושלים
141135,ישיבת שפת אמת,ירושלים
141143,ישיבת שאול ומרי טויל,ירושלים
141168,תורני לבנות ב.שולמית,ירושלים
141176,אולפנת צביה מ. אדומים,מעלה אדומים
141192,ישיבת אוהל שמחה,ירושלים
141200,ישיבה לצעירים,ירושלים
141234,ישיבה תורה אור,ירושלים
141242,ישיבת מגדל תורה,ירושלים
141267,ישיבת קניני התורה,ירושלים
141291,ישיבת אהבת חיים,כוכב השחר
141309,עירוני פסגת זאב,ירושלים
141333,מ. חינוכי למצטיינות,ירושלים
141358,ישיבת מעלה חבר,פני חבר
141390,אולפנא ת. לאומנויות,ירושלים
141432,בית יעקב דרכי רחל,ירושלים
141457,ישיבת באר אברהם,ירושלים
141481,ישיבת באר התורה,בית שמש
141499,אור תורה סטון לבנים,ירושלים
141523,ישיבת באור שמואל,ירושלים
141549,אור תורה סטון לבנות,ירושלים
141572,ישיבת משכן ציון,ירושלים
141580,ישיבת דרך התורה,מודיעין עילית
141606,ישיבת משכן שלמה,ירושלים
141614,ישיבת אמרי נועם,ירושלים
141630,ישיבת זהר התורה,ירושלים
141689,בית יעקב,מודיעין עילית
141713,תוספות יום-טוב,ירושלים
141739,ישיבת בני צבי בית אל,בית אל
141754,ישיבה תיכ' תורה ומדע,ירושלים
141762,ירים משה,ירושלים
141796,ישיבת מעין התלמוד,ירושלים
141853,מעלות בית יעקב,ירושלים
141861,בי סמינר רמות שמסיאב,ירושלים
141895,בנות ויזניץ,ירושלים
141911,דמשק אליעזר ויזניץ,ירושלים
141929,בית חוה,ירושלים
141978,אנקורי,ירושלים
142018,ישיבת נתיבות יעקב,ירושלים
142034,תיכון בית יעקב,בית שמש
142075,דחסידי גור,ירושלים
142083,חוות דעת,ירושלים
142158,אדרת אליהו,ירושלים
142166,אולפנת לבונה,מעלה לבונה
142174,"ישיבת בנ""ע אורות יהודה",אפרת
142190,בית יעקב עלי באר,ירושלים
142216,אמרי בינה,בית שמש
142232,ישיבת תומכי תמימים,ביתר עילית
142265,"סוסיא-ישיבת בני""ע",סוסיה
142281,"ישיבת בנ""ע כינור דוד",עטרת
142315,תפארת לוי,ירושלים
142331,ישיבת זכרון אליעזר,ירושלים
142372,ישיבת אורייתא תודה ודעת,ירושלים
144071,עטרת התורה,ירושלים
144097,המרכז הישראלי למצוינות בחינוך,ירושלים
144147,ישיבת זרע יצחק,ירושלים
144162,ישיבת תפארת התלמוד,ירושלים
144196,המדרשה החסידית,ביתר עילית
144212,ישיבה תיכונית,קרית ארבע
144220,תורני נסויי הרטמן,ירושלים
144238,מכללת אבראהימיה,ירושלים
144246,ישיבת מעלות חיים,ירושלים
144261,ישיבת חיי משה,ירושלים
144329,תיכון מכבים רעות,מודיעין-מכבים-רעות
144337,אולפנת רעיה,בית אל
144360,ישיבת מאור אליהו,קרית יערים
144410,ישיבת ישמח משה,ירושלים
144428,ישיבת צביה מ.אדומים,מעלה אדומים
144501,תיכון הראל,מבשרת ציון
144568,נעורים,ירושלים
144592,קדמה ירושלים,ירושלים
144600,ישיבה שעלי תורה,בית שמש
144626,תבל גבעה צרפתית,ירושלים
144675,"ע""ש יצחק רבין עי""ס",מודיעין-מכבים-רעות
144683,עירוני א',מודיעין-מכבים-רעות
144691,ישיבת נעם,ירושלים
144717,"אולפנת בנ""ע אורות מודיעין",מודיעין-מכבים-רעות
144741,"ע""ש רא""ל מרדכי גור",מודיעין-מכבים-רעות
144758,"ישיבת בנ""ע פסגת זאב",ירושלים
144766,"ישיבת בנ""ע נר תמיד חשמונאים",חשמונאים
146878,בית הצייר,ירושלים
148056,תיכון בית צפאפא,ירושלים
148072,חליל אלסכאכיני לבנות,ירושלים
148080,מקיף אבו גוש,אבו גוש
148130,ישיבת נר שמואל,ירושלים
148148,מאמוניה,ירושלים
148155,תיכון שועפט,ירושלים
148163,ראשדיה,ירושלים
148197,מקיף בית חנינה,ירושלים
148247,מקיף שש שנתי אלטור לבנים,ירושלים
160127,משכן התורה,ירושלים
160242,מקיף קשת,ירושלים
160259,ליבי,ירושלים
160358,שערי תורה,ירושלים
160366,ישיבת באר יהודה,ירושלים
160374,אולפנת דולב,דולב
160416,רעות קהילה דתית,ירושלים
160432,ברנקו וייס מקיף בית שמש,בית שמש
160457,תיכון תורני עש אמתי,ירושלים
160523,ישיבת מיר לצעירים,ירושלים
160549,"אמי""ת איתן",מעלה אדומים
160556,מרכז ישיבות וכוללים,ירושלים
160580,"אולפנת בנ""ע ראש צורים",ראש צורים
160598,ארץ הצבי,ירושלים
160648,בית יעקב מרגלית,ירושלים
162057,אוהל ברכה,ירושלים
165472,ישיבת דעת תורה,ירושלים
165738,אור אליעזר,בית שמש
165852,"ישיבת בנ""ע לפיד מודיעין",מודיעין-מכבים-רעות
166538,אורה ושמחה,ירושלים
166769,בית יעקב כה תאמר,בית שמש
167262,ישיבת פאר השלום,ירושלים
168393,ישיבת פאר התלמוד,ירושלים
168419,אולפנת צביה יצירתית,ירושלים
170035,מקצועי בית יעקב,ירושלים
170043,תיכון דרור,ירושלים
170092,"קשת ראם ע""ש אליס סליגסברג",ירושלים
170175,עמל ליידי דיוייס ירושלים,ירושלים
170282,בית עולות,ירושלים
170407,"מרכז נוער טכ' אמי""ת",ירושלים
170456,"אמי""ת טכנולוגי דתי",ירושלים
170514,אורט פלך בנים ספניאן,ירושלים
170803,עמל תעופה וחלל,מעלה אדומים
171017,המכללה לטכנולוגיה,ירושלים
174391,חינוך ברמה לבנות,ירושלים
176487,עמל בנות ציון ירושלים,ירושלים
176909,סמינר לבנות ירים משה,ירושלים
178061,אל מוקבר תיכון לבנות,ירושלים
178079,על יסודי רב נתיבי,ירושלים
180018,אזורי מקיף עין כרם,"עין כרם-בי""ס חקלאי"
180034,"ישיבת אמי""ת נחשון",נחם
182931,ישמח משה,ירושלים
183269,ישיבת חסידי גור,בית שמש
184002,מורשת דליה חיי שרה,בית שמש
184093,ישיבת פורת יוסף,ירושלים
185157,"עי""ס אלחיה צור באהר",ירושלים
186908,אולפנא בני עקיבא נריה,טלמון
189001,אולפנת נחלה דרכא,אלעד
189076,סמינר בית יעקב,ירושלים
189084,סמינר בית יעקב,ירושלים
190066,מכון בית יעקב למורות,ירושלים
190108,אור אלחנן,מודיעין עילית
191031,יפתח,אבנת
193003,"חט""ב עיסוואיה בנות",ירושלים
193185,אולפנת שעלי תורה,בית שמש
195404,אל סלאם,ירושלים
197715,ישיבת פורת יוסף גאולה,ירושלים
197798,סמינר בית יעקב ב.שמש,בית שמש
198192,תיכון צור באהר,ירושלים
199109,"סמינר ב""י אפיקי דעה",ירושלים
199919,עמל עטרות מ.ירושלים,ירושלים
213033,אלקבץ,צפת
214007,אולפנת צביה עפולה,עפולה
214098,ישיבת אביר יעקב,נהריה
214601,הדמוקרטי כנף,אלי-עד
220434,גלעד,חמדיה
221945,אור אברהם טשכנוב,ירושלים
226670,ברנקו וייס אתגרי בית שמש,בית שמש
226688,בית יעקב בית בינה,ירושלים
226803,סמינר בית יעקב,בית שמש
227694,אורט שלומי,שלומי
228247,"ביה""ס עמלני נצרת",נצרת
230821,מרכז נוער טבריה,טבריה
234021,אולפנת צביה כוכב יעקב,כוכב יעקב
234047,ישיבת אמרי חיים ויז'ניץ,מודיעין עילית
234054,חדוות התלמוד,מודיעין עילית
237354,תיכון יחד,מודיעין-מכבים-רעות
238022,מפתן שפרעם,שפרעם
238048,מפתן תמרה,טמרה
238055,מפתן מג'אר,מגאר
238121,אולפנת נוגה,בית שמש
238485,"עי""ס אלאימאן בנות",ירושלים
238519,"עי""ס אלאימאן בנים",ירושלים
238527,ישיבת מאורות,בית שמש
239616,מורשת בית יעקב,ירושלים
239897,"ג'רוזלם סקול עי""ס",ירושלים
240010,אורט דנציגר קרית שמונה,קרית שמונה
240036,"מקיף דתי אמי""ת קנדי",עכו
240051,אורט מקיף דתי יהודה עפולה,עפולה
240077,אורט משה שרת נוף הגליל,נוף הגליל
240085,אורט אולפנת הראל נהריה,נהריה
240093,אולפנית לבנות,טבריה
240127,אורט אמירים,בית שאן
240176,ישיבת בני עקיבא תקות יעקב,שדה יעקב
240192,מקיף רוגוזין,מגדל העמק
240218,אורט ישיבתית המתמיד קרית שמונה,קרית שמונה
240234,"ישיבה תיכונית אמי""ת צפת",צפת
240267,עמל נופרים בגליל טבריה,טבריה
240424,ישיבת שפתי צדיק,חצור הגלילית
240440,אזורי ירדן,מעלה אפרים
240457,ישיבה תיכונית חיספין,חספין
240465,מקיף אורט מעלות,מעלות-תרשיחא
240481,אסיף משגב,עצמון שגב
240499,דרכא נופי גולן,קצרין
240531,בית יעקב באר מרים,חצור הגלילית
240572,מקיף ולדורף הרדוף,הרדוף
240580,תיכון חרדי לבנות בית יעקב עכו,עכו
240598,נוה חוה,כרמיאל
240614,עטרת מרדכי,טבריה
240622,ישיבת אלוני הבשן,אלוני הבשן
240630,רגבים בגולן,רמת מגשימים
240648,תיכון נר הצפון,מגדל העמק
240655,ברנקו וייס גולן,רמות
240697,מגדל אור,מגדל העמק
240721,סמינר בית יעקב צפת,צפת
240739,"בית לוי יצחק חב""ד",צפת
240747,ישיבת אור מאיר שמחה,נהריה
240770,מגן אבות,צפת
240788,תורת חסד בגליל,טבריה
240796,ברנקו וייס טבריה,טבריה
240804,ברנקו וייס קריית שמונה,קרית שמונה
240812,ישיבת הזורעים,הזורעים
240820,נירים,בוסתן הגליל
240838,"בית רבקה חב""ד",נוף הגליל
241026,בית יעקב אור רחל,כפר גדעון
241067,"דמוקרטי ע""ש נדב",מודיעין-מכבים-רעות
242073,יגאל אלון,נוף הגליל
242610,ישיבת נר ישראל,אלעד
244103,"אמי""ת תורני מדעי",כרמיאל
244111,אולפנת צביה מעלות,מעלות-תרשיחא
244152,אורט שחקים נהריה,נהריה
244210,במעלה טבריה,טבריה
244236,ישיבת קרן אורה,כרמיאל
244285,אורט פסגות,כרמיאל
244343,"מקיף סלמה - משגב ע""ש מחמוד חוסין סועאד",סלמה
244368,מקיף אורט כרמים,כרמיאל
244384,הישיבה אורט טבריה,טבריה
244418,ישיבת תורת מאיר,טבריה
244483,בית הספר אמירים כפר ורדים,כפר ורדים
244509,ישיבת טבריה,טבריה
244517,ישיבת תומכי תמימים,מגדל העמק
244566,ברנקו וייס מרום גליל,מירון
244574,אורט מגשימים,נהריה
244608,בנות תפארת,טבריה
244624,"אורט ישיבה ע""ש אביתר בית שאן",בית שאן
246983,מגדל אור בנות שלהבת,מגדל העמק
247015,טרה סנטה,עכו
247023,סנט גוזף אקליריקי,נצרת
247031,נזירות פרנציסקניות,נצרת
247049,תיכון בפטיסטי,נצרת
247056,נזירות סנט גוזף,נצרת
247064,טרה סנטה,נצרת
247072,גמנסיה הגליל הנוצרית,עיילבון
247080,נזירות המושיע,נצרת
247098,תיכון פה הזהב,ג'ש (גוש חלב)
247106,תיכון מר אליאס,אעבלין
247122,מקיף ביר אל-מכסור,ביר אל-מכסור
247130,מקיף א'עש שיךס.כניפס,שפרעם
247163,מקיף דיר חנא,דייר חנא
247205,הפטריאכלי הלטיני,ריינה
247213,אורט סאג'ור,סאג'ור
247221,"בי""ס מקיף השלום דנון",שייח' דנון
247239,מקיף אעבלין,אעבלין
247247,מקיף אלבוכארי,עראבה
247254,מקיף אלסלאם כאבול,כאבול
247288,תיכון משהד,משהד
247296,"רב תחומי ע""ש מאג'ד ביסאן",יאנוח-ג'ת
247312,מכללת גרנאטה לחינוך,כפר כנא
247320,עתיד אום אל פחם,אום אל-פחם
247346,טומשין כעביה טבאש חג'אג'רה,כעביה-טבאש-חג'אג'רה
247387,דרוזי למדעים ומנהיגות דרכא,ירכא
247817,תיכון מסעדה,מסעדה
247833,דרכא ג'וליס,ג'וליס
247858,עיוני מג'דל שמס,מג'דל שמס
247866,רב תחומי עמל אחווה,נאעורה
247882,תיכון שיבלי,שבלי - אום אל-גנם
248013,"מקיף ע""ש יני",כפר יאסיף
248021,תיכון הגליל,נצרת
248047,מקיף ראמה,ראמה
248062,מקיף תרשיחא,מעלות-תרשיחא
248070,עירוני מקיף שפרעם,שפרעם
248088,תיכון השאם אבו רומי,טמרה
248104,מקיף ב',מגאר
248112,תיכון אכסאל,אכסאל
248138,תיכון טורעאן,טורעאן
248179,"מקיף בית ג'ן חט""ב המנוח גאלב מ",בית ג'ן
248195,מקיף אבן אלהייתם,באקה אל-גרביה
248203,אלביאן טמרה,טמרה
248229,מקיף בוסתן אל מרג',ניין
248260,מכללת אלביאן,בענה
248278,בית ספר אלבשאאר,סח'נין
248302,תיכון דיר אל-אסד,דייר אל-אסד
248328,תיכון יפיע,יפיע
248336,עמל כסרא סמיע,כסרא-סמיע
248344,מקיף ג' א. נמר חוסין,שפרעם
248419,מקיף שש שנתי עתיד פקיעין,פקיעין (בוקייעה)
248427,מקיף ריינה,ריינה
248435,מקיף אל-בטוף,עוזייר
248443,מקיף אלרסאלה,נחף
248534,"מקיף ע""ש עפו פאעור",שעב
248559,אבו-סלים סלמאן אלשיך,אבו סנאן
248575,מקיף אבן ח'לדון,עראבה
248583,מקיף שאעור,מג'ד אל-כרום
248625,מקיף גדידה,ג'דיידה-מכר
248641,תיכון נחף,נחף
248666,רב תחומי עמל זרזיר,זרזיר
248674,בסמת טבעון,בסמת טבעון
248690,אל אוסקופיה,שפרעם
248724,המשיח האנגליקאני,נצרת
248740,תיכון אלכוארזמי,טמרה
248757,"חט""ע מכר-ג'דידה",ג'דיידה-מכר
248781,תיכון אורית,נצרת
248823,נוטרדאם,מעיליא
248831,על יסודי טכנולוגי,מג'ד אל-כרום
249037,תיכון כפר מנדא,כפר מנדא
249094,מקיף אלחכמה,כאבול
249110,מקיף בענה,בענה
249151,"חט""ב אכסאל",אכסאל
249193,מקיף שש - שנתי,חורפיש
249219,שש שנתי בוקעאתא,בוקעאתא
249235,מקיף בועינה נג'ידאת,בועיינה נוג'ידאת
249250,מקיף טובא זנגריה,טובא-זנגריה
249284,מקיף אלבטוף עראבה,עראבה
249300,רב תחומי עמל עילוט,עילוט
249318,תיכון סלמאן חטיב,ע'ג'ר
260059,"בית הספר העל יסודי שק""ד דרכא",שדה אליהו
260067,מקיף עינות הירדן,עמיר
260091,הרב תחומי עמק חרוד,עין חרוד (מאוחד)
260109,תיכון אזורי מגידו,עין השופט
260125,אופק,עברון
260133,בית החינוך גאון הירדן דרכא,נווה איתן
260182,מקיף עמקים-תבור,מזרע
260232,מקיף עמק החולה,כפר בלום
260240,"כברי חט""ע",כברי
260257,מקיף העמק המערבי,יפעת
260307,מקיף הר וגיא,דפנה
260331,מקיף סולם צור,גשר הזיו
260489,מקיף גליל מערבי,נווה זיו
260497,ברנקו וייס אופק מעלה אדומים,מעלה אדומים
261065,דרכא בית ירח,כנרת (קבוצה)
267724,ישיבת שער השמיים,טלמון
267971,בית יעקב נתיב,ירושלים
270025,רב תחומי עמל בגין צפת,צפת
270033,"כ""ג יורדי הסירה",עכו
270041,אורט מקיף אורן עפולה,עפולה
270140,קמפוס פרס חדשנות ומנהיגות,יקנעם עילית
270157,אורט פסגות תיכון דתי ישראלי,בית שאן
270223,הודיות,הודיות
270249,יד חרוצים,טבריה
270280,ישיבת בני עקיבא מירון,מירון
270298,אורט מדעים ואמנויות נהריה,נהריה
270470,"אורט מח""ט בית שאן",בית שאן
270538,מכללה אזורית ע.הירדן,דגניה א'
270801,בית חנה,צפת
271015,מכללת אורט בראודה,כרמיאל
277012,דון בוסקו,נצרת
277020,על יסודי משהד,משהד
278010,מדעים וטכנולוגיה נצרת,נצרת
278028,מקיף ערבי,עכו
278044,"טכנולוגי נעמ""ת שפרעם",שפרעם
278051,טכנולוגי נעמת ע.מאהל,עין מאהל
278176,"טכנולוגי נעמ""ת נחף",נחף
278184,מרכז חינוך טכנ' נעמת,נצרת
278234,טכלולוגי נעמת אלכרום,מג'ד אל-כרום
278275,"ב""ס טכנולוגי נעמת",טמרה
278283,תיכון אלביאן סח'נין,סח'נין
280016,נוה עמיאל,שדה יעקב
280032,כפר נוער ניר העמק,עפולה
280057,מקיף חקלאי נהלל,נהלל
280065,מקיף חקלאי כדורי,כדורי
280115,מקיף אנה פרנק,רביד
284026,סמינר בית חינוך,מודיעין עילית
284091,בית יעקב ביתר,ביתר עילית
284307,משכן חיים,ירושלים
288019,תיכון חק' טכ' עתיד ראמה,ראמה
288134,נהרדעא,גני תקווה
288159,ישיבת בניין אב,ירושלים
322040,מאור,טירת כרמל
325969,עופר,חיפה
328062,מפתן אם אלפחם,אום אל-פחם
330266,מפתן קרית ים,קרית ים
338038,"בי""ס לליקויי למידה",ירושלים
338129,בנות ובית יעקב,ביתר עילית
338160,אור מזל וברכה,ירושלים
338277,תורת זאב,בית שמש
338418,עתיד דביר בנים,בית שמש
338426,תיכון דמוקרטי קשת,זכרון יעקב
338541,תיכון גבעול,חדרה
338616,"שש שנתי אמי""ת בנות",מעלה אדומים
338657,"מקיף ""בית אלחכמה """,נצרת
338673,ישיבת אהל יעקב,אלעד
338715,מסאר,נצרת
338756,אור תורה,בית שמש
338772,מכללת אלרסאלה,שפרעם
339408,אדם חברה וטבע,כרמיאל
340018,מקיף ליאו בק,חיפה
340034,מקיף אורט קרית מוצקין,קרית מוצקין
340042,"מקיף דתי ע""ש לוינסון",קרית ים
340059,אורט גרינברג קריית טבעון,קרית טבעון
340091,התיכון המקיף נשר,נשר
340109,"אולפנת בנ""ע כפר פינס",כפר פינס
340117,"מקיף ע""ש רוגוזין",קרית אתא
340125,אולפנית שחם,קרית אתא
340133,מקיף עירוני ק. חיים,חיפה
340158,עירוני ג',חיפה
340166,עירוני ב' ישיבה,חיפה
340174,עירוני א',חיפה
340190,כל ישראל חברים,חיפה
340208,עירוני חוגים,חיפה
340216,הריאלי העברי חיפה,חיפה
340232,ישיבת בני עקיבא יבנה,חיפה
340240,"אולפת אמי""ת עירוני ו",חיפה
340281,תיכון חדרה,חדרה
340315,עירוני ה',חיפה
340331,תיכון בית יעקב,חיפה
340356,"ישיבת בנ""ע חדרה",חדרה
340380,"אולפנת בנ""ע סגולה",קרית מוצקין
340521,קרית המתיבתא,חדרה
340547,ישיבה לצעירים,זכרון יעקב
340554,מרכז חינוך לבנות,זכרון יעקב
340570,יחל ישראל,חיפה
340588,ישיבת כנסת חזקיהו,רכסים
340596,הדמוקרטי חדרה,חדרה
340604,גימנסיה כרמל אלנאג'אח,חיפה
340612,תיכון חיפה,חיפה
340653,גימנסיה חדרה,חדרה
340679,אוהל יהושע,חיפה
340695,תיכון לבנות בית יעקב,רכסים
340711,אור חדש - בנות,רכסים
340737,אולפנת צביה חיפה,חיפה
340778,אנקורי קרית ביאליק,קרית ביאליק
340802,ישיבת תומכי תמימים,חיפה
340810,אהלי שמואל,רכסים
342170,"אולפנית אמי""ת או""ע",אור עקיבא
342329,ישיבת אהבת תורה,מודיעין עילית
342337,תיכון אסקנדר,אום אל-פחם
342352,תיכון קטאין אלשומר,אום אל-פחם
342394,גיל אלמוסתקבל,ירושלים
343996,מסילת יעקב,ירושלים
344028,חטב עמלנית רגבים,חיפה
344044,חטב עמל' אבן גבירול,חיפה
344085,רמת הדסה,קרית טבעון
344101,מקיף מופת בסמת,חיפה
344119,ישיבת ברסלב,בני ברק
344127,ישיבת תורה ושלום,בני ברק
344150,בית חיה מושקא,חיפה
344200,"אולפ' בנ""ע מ. ברוך",חדרה
344226,ישיבת משכן יעקב,חיפה
344234,אורט רונסון הר הכרמל עוספיה,עספיא
344259,אולפנת חריש,חריש
344283,אורט שחר פרדס חנה,פרדס חנה-כרכור
344309,ישיבת חסידי גור,חיפה
344325,תיכון אתגרי העתיד,חריש
344341,ישיבת תהילת שלמה,חיפה
344382,תכון חדרה בית-אליעזר,חדרה
344416,"מקיף חדש ע""ש רבין",קרית ים
344440,ק חינוך אמית עתידים אור עקיבא,אור עקיבא
344465,אחוזת ילדים,חיפה
344473,מקיף שש שנתי,קרית אתא
344499,בית יעקב-בית יפה,חדרה
344531,ישיבה לצעירים,קרית אתא
344572,גמנסיה קריות,קרית מוצקין
344580,בית יעקב תהילה,חיפה
344598,נתיבות דרור,אור עקיבא
344911,אורט עירוני ד,מודיעין-מכבים-רעות
346023,תיכון מאיר - מודיעין עילית,מודיעין עילית
346031,ישיבת יחל ישראל,חיפה
346098,תורת משה,ירושלים
346445,קנין התורה,בית שמש
346494,תיכון יד ביד,ירושלים
346510,תורת אליהו,בית שמש
346635,פני יהושע,ירושלים
346932,צור ישראל,פסגות
347013,אורתודוקסי ערבי,חיפה
347021,נזירות נצרת,חיפה
347039,"ביה""ס האיטלקי",חיפה
347047,"חט""ב ב' - אלראזי",אום אל-פחם
347054,"תיכון דרכא ע""ש נוואף חלבי",דאלית אל-כרמל
347062,"חט""ב עין ג'ראר",אום אל-פחם
347070,עתיד אלאהליה,אום אל-פחם
347096,על יסודי אלחיה,"בסמ""ה"
347112,אבן סינא,באקה אל-גרביה
348011,תיכון אלנג'אח,באקה אל-גרביה
348037,מקיף אם אל פחם,אום אל-פחם
348102,אפאק,אום אל-פחם
348185,"ביה""ס גת המשולש",ג'ת
348193,תיכון כרמל,חיפה
348201,אלמנרה,ג'סר א-זרקא
348227,מקיף פרדיס,פוריידיס
348250,תיכון ח'דיג'ה,אום אל-פחם
348318,תיכון מעלה עירון,מעלה עירון
348326,אלאנדלוס,באקה אל-גרביה
348334,אלנג'אח טכנולוגי פרדיס,פוריידיס
348342,"עי""ס אלקאסמי",באקה אל-גרביה
348359,מקיף מושריפה,מעלה עירון
349928,ניסויי על איזורי תפן,כפר ורדים
353581,"אולפנא אמי""ת",צפת
353599,אהבת ישראל,בית שמש
353706,הרים,בנימינה-גבעת עדה
356212,תיכון זכרון יעקב,זכרון יעקב
358127,המגשימים,ירושלים
359059,סמינר חסידי ברסלב,ירושלים
360040,מקיף מבואות עירון,עין שמר
360123,מקיף גוונים,עין שמר
360149,מקיף אלוני יצחק,אלוני יצחק
360222,מקיף כרמל זבולון,יגור
360503,"סמט מ. חינוך ב""י",ירושלים
360529,עטרת שלמה אריה,ירושלים
360545,דעת משה,ירושלים
360552,תורת חסד,בית שמש
360560,לב אליהו,ירושלים
360578,ישיבת שלום בניך,ירושלים
360768,בית מלכה,יבנאל
360800,מקיף גבעת פרדיס,פוריידיס
360826,ישיבה לצעירים באיאן,ביתר עילית
360834,ישיבה לצעירים סלונים,ביתר עילית
361261,"ישיבת ת""ת מורשה",ירושלים
361451,תורת אהרון,בני ברק
361469,"ישיבת אור הרמ""ז",אשדוד
361543,ישיבת חמדת משה,מודיעין עילית
361550,נהורא דהורייתא,אלעד
361667,ישיבת פאר אהרון,קוממיות
361881,ישיבת פסגת יצחק,בית מאיר
362194,ישיבת נצח התורה,מודיעין עילית
362202,ישיבת תנא דבי אליהו,ירושלים
362210,מרכז חסידי ויז'ניץ,בני ברק
362236,אורחות חיים אברהם,אשדוד
362244,ישיבת אחינו לצעירים,מודיעין עילית
362475,ישיבת תהילת שלמה,בני ברק
362574,המרכז להכשרה,ירושלים
362582,בנות ויזניץ,בית שמש
362632,אהבת משה,ביתר עילית
362640,ישיבת דברי שלמה,מודיעין עילית
363879,ישיבת כנסת יצחק,מודיעין עילית
366864,אהלי חיים,ירושלים
366880,ברכת ישראל מאיר,ירושלים
366971,קדושת תורה,ירושלים
367748,תיכון פסגת אמיר,חריש
370023,תיכון יעדים לחינוך,כפר ביאליק
370049,בית הספר רעות לאמנויות,חיפה
370072,עמל חדרה למדעים ולאמנויות,חדרה
370122,בית הספר תיכון מקיף דרכא שיפמן,טירת כרמל
370155,"נווה יש""ר ימין אורד",ניר עציון
370254,בית הספר תיכון מקיף דרכא אריאל,טירת כרמל
370262,תיכון טכנולוגי האופק,אור עקיבא
370304,אולפנית אמונה אלישבע,פרדס חנה-כרכור
370312,קרית חנוך אורט,קרית ביאליק
370395,"עי""ס כרמים בנימינה גבעת עדה",בנימינה-גבעת עדה
370403,מלונאות ותיירות,חיפה
370486,תיכון טכנולוגי נעמת,חדרה
370494,"עי""ס למדעים מועאוויה","בסמ""ה"
370551,מעלה,ירושלים
370569,"אורט מח""ט פסגות נהריה",נהריה
370833,התיכון החברתי,קרית אתא
370882,ישיבת שיח תורה,מודיעין עילית
371112,תיכון מראח אלגוזלאן,יפיע
372243,מקיף כאוכב,כאוכב אבו אל-היג'א
372946,אל-אמל,משהד
372953,מעיינות בית רבקה,ביתר עילית
373167,תורת חיים,ירושלים
373183,סמינר כלל חסידי,ביתר עילית
373357,כנפי יונה,צפת
374199,"ע""ס טכנולוגי",ג'סר א-זרקא
374249,פלך זכרון יעקב,זכרון יעקב
378018,תיכון עש אחמד ע.יחיא,כפר קרע
378075,מקיף שיזף אלמותנבי,חיפה
378117,הפטריארכה הלטינית,ראמה
378125,אליתים אלערבי,ירושלים
380022,מקיף שפיה,מאיר שפיה
380030,אורט חקלאי פרדס-חנה,פרדס חנה-כרכור
380048,כפר הנוער הדתי,כפר הנוער הדתי
380055,כפר גלים,כפר גלים
384008,עתיד קרית מוצקין,קרית מוצקין
384016,עתיד אלנהדה כפר קרע,כפר קרע
384180,ממגד גבעות,רכסים
384198,באר מרים,חדרה
384230,אורט אל אשראק מקיף שש שנתי,עספיא
384305,"שבילים ע""ש בגין",פרדס חנה-כרכור
